order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
20,126,Trinity,212,Binder,Stationery,UPI,28,7123,2021-10-27 15:55:04,USA,Chicago,www.flipkart.com,20616,Y,None
21,139,Trinity,255,Jackets,Clothing,Card,12,470,2022-04-07 20:08:13,UK,London,www.flipkart.com,19570,Y,None
22,149,Neo,283,Binder,Stationery,Wallet,46,4779,2023-11-16 14:26:42,USA,Chicago,www.tatacliq.com,77038,N,Insufficient Funds
23,129,Trinity,230,Drone,Electronics,Card,15,1433,2023-07-04 14:51:11,USA,Chicago,www.ebay.in,63236,N,Timeout
24,160,Mary Jane,233,Smart TV,Electronics,Card,8,464,2021-05-19 16:51:08,Australia,Brisbane,www.ebay.in,95153,Y,None
25,181,Neo,292,Dish Rack,Home & Kitchen,Internet Banking,5,8628,2023-09-11 17:01:48,UK,Manchester,www.ebay.in,66991,Y,None
26,126,Mary Jane,281,Stapler,Stationery,UPI,36,8097,2023-06-17 15:59:47,Australia,Sydney,www.tatacliq.com,62938,Y,None
27,188,Joe Smith,204,Cookware,Home & Kitchen,Card,41,188,2021-10-23 11:34:55,Germany,Munich,www.ebay.in,13303,Y,None
28,148,Joe Smith,286,Pens,Stationery,UPI,38,3672,2023-02-15 13:35:43,Australia,Brisbane,www.ebay.in,85459,N,Invalid CVV
29,191,Trinity,215,Coats,Clothing,Card,8,5200,2023-12-25 08:44:44,Germany,Hamburg,www.amazon.com,97687,N,Timeout
30,141,John Smith,251,Textbooks,Books,Wallet,3,432,2023-01-19 16:01:35,USA,New York,www.flipkart.com,89421,N,Insufficient Funds
31,155,Unknown Customer,249,Chopping Board,Home & Kitchen,Wallet,12,602,2022-08-31 10:08:47,Australia,Melbourne,www.tatacliq.com,50083,Y,None
32,192,Joe Smith,265,Shorts,Clothing,Internet Banking,38,925,2021-01-14 13:20:01,Australia,Sydney,www.ebay.in,26081,N,Timeout
33,167,John Smith,264,Highlighters,Stationery,UPI,40,4375,2022-08-25 06:37:22,UK,London,www.tatacliq.com,84123,N,Invalid CVV
34,111,Trinity,290,Cookbooks,Books,Card,11,7477,2022-01-28 14:50:39,Germany,Hamburg,www.amazon.com,56653,N,Invalid CVV
35,187,Joe Smith,265,Graphic Novels,Books,Card,5,4084,2021-11-28 03:26:39,India,Indore,www.amazon.com,18425,Y,None
36,101,Mary Jane,228,Pants,Clothing,Wallet,15,5188,2022-07-16 17:51:03,Australia,Brisbane,www.amazon.com,78002,N,Insufficient Funds
37,180,John Smith,202,Shorts,Clothing,UPI,42,9149,2023-12-18 17:44:35,Australia,Sydney,www.flipkart.com,58732,Y,None
38,199,Trinity,228,Binder,Stationery,Internet Banking,24,8086,2021-02-16 16:25:20,USA,New York,www.flipkart.com,21255,N,Invalid CVV
39,199,Trinity,300,Camera,Electronics,Internet Banking,2,4268,2022-11-15 06:59:21,India,Mumbai,www.ebay.in,66904,N,Insufficient Funds
40,143,Joe Smith,253,Glasses,Home & Kitchen,Card,29,4372,2023-03-09 23:09:30,India,Indore,www.flipkart.com,84789,Y,None
41,125,Trinity,210,Stapler,Stationery,Wallet,33,2434,2021-07-05 10:41:12,UK,Manchester,www.tatacliq.com,68951,N,Insufficient Funds
42,184,Neo,222,Oven Mitts,Home & Kitchen,Card,9,812,2021-12-29 00:43:19,India,Mumbai,www.ebay.in,41994,N,Insufficient Funds
43,135,Mary Jane,237,Thrillers,Books,Card,28,2698,2022-03-12 23:26:32,Germany,Berlin,www.amazon.com,21861,N,Invalid CVV
44,111,John Smith,215,Sticky Notes,Stationery,Wallet,7,3921,2022-01-11 02:18:35,Australia,Brisbane,www.amazon.com,29589,Y,None
45,146,John Smith,280,Laptop,Electronics,Internet Banking,45,3557,2023-05-22 05:22:56,USA,Chicago,www.ebay.in,40286,N,Insufficient Funds
46,164,Joe Smith,245,Smartwatch,Electronics,Wallet,25,3790,2022-03-04 01:13:53,UK,Oxford,www.tatacliq.com,33743,N,Insufficient Funds
47,179,John Smith,264,Stapler,Stationery,Wallet,39,3637,2022-05-25 14:49:36,Germany,Berlin,www.ebay.in,84778,Y,None
48,194,Mary Jane,219,Smartphone,Electronics,UPI,50,4574,2023-10-18 08:01:28,USA,New York,www.flipkart.com,30726,N,Insufficient Funds
49,198,Trinity,285,Oven Mitts,Home & Kitchen,Internet Banking,21,5815,2023-12-16 15:18:22,UK,Oxford,www.amazon.com,98619,N,Timeout
50,168,John Smith,226,Swimwear,Clothing,Internet Banking,40,368,2023-07-26 12:50:05,UK,London,www.ebay.in,92089,Y,None
51,111,Neo,271,Ruler,Stationery,UPI,43,8136,2022-08-11 07:13:40,UK,Oxford,www.tatacliq.com,92100,N,Invalid CVV
52,173,John Smith,251,Eraser,Stationery,Wallet,12,1039,2023-03-21 20:18:10,Australia,Melbourne,www.tatacliq.com,78618,N,Invalid CVV
53,101,Trinity,262,Letter Opener,Stationery,Wallet,33,1674,2022-09-12 12:04:50,Germany,Munich,www.tatacliq.com,17200,Y,None
54,115,Neo,279,Chopping Board,Home & Kitchen,Wallet,27,2487,2023-01-12 09:43:20,India,Indore,www.ebay.in,37562,N,Insufficient Funds
55,103,Trinity,237,Kitchen Towels,Home & Kitchen,UPI,36,9125,2021-08-22 21:32:55,USA,New York,www.ebay.in,89463,Y,None
56,159,John Smith,287,Poetry,Books,Card,44,1772,2022-12-10 20:07:30,UK,London,www.amazon.com,61514,Y,None
57,149,John Smith,207,Coats,Clothing,UPI,1,9977,2023-05-04 03:44:17,USA,Boston,www.tatacliq.com,27251,N,Invalid CVV
58,144,Joe Smith,262,Headphones,Electronics,UPI,14,368,2023-12-19 08:52:23,Germany,Hamburg,www.amazon.com,54270,N,Invalid CVV
59,116,Mary Jane,277,Fantasy,Books,Internet Banking,44,3695,2023-03-20 22:21:42,UK,London,www.flipkart.com,98524,N,Invalid CVV
60,106,John Smith,229,Sweaters,Clothing,UPI,4,9281,2021-01-17 23:30:06,Australia,Melbourne,www.amazon.com,50326,N,Invalid CVV
61,178,Neo,210,Jeans,Clothing,Card,3,5580,2022-01-02 21:08:57,Australia,Brisbane,www.ebay.in,16895,Y,None
62,153,John Smith,206,Non-fiction,Books,UPI,17,4609,2023-09-29 03:54:17,India,Indore,www.flipkart.com,33542,N,Insufficient Funds
63,170,Neo,278,Hats,Clothing,Wallet,40,9177,2021-01-06 15:33:03,India,Mumbai,www.ebay.in,25807,Y,None
64,109,Mary Jane,256,File Folder,Stationery,Internet Banking,6,1744,2023-10-13 04:49:31,Australia,Melbourne,www.ebay.in,19749,Y,None
65,119,Mary Jane,256,Jackets,Clothing,UPI,18,7558,2023-06-26 12:41:54,UK,Manchester,www.tatacliq.com,65856,Y,None
66,195,Neo,225,Camera,Electronics,Card,26,5627,2022-04-20 16:50:01,USA,Chicago,www.ebay.in,45315,N,Insufficient Funds
67,159,Mary Jane,223,Dresses,Clothing,Wallet,37,9982,2023-07-29 20:07:13,UK,Manchester,www.ebay.in,91062,N,Insufficient Funds
68,142,Mary Jane,265,Bluetooth Speaker,Electronics,Card,36,2324,2021-09-20 16:45:20,Germany,Munich,www.flipkart.com,78478,Y,None
69,172,Neo,270,Shorts,Clothing,Card,17,449,2021-05-21 12:17:01,Australia,Sydney,www.flipkart.com,64912,Y,None
70,125,John Smith,287,VR Headset,Electronics,Internet Banking,43,1228,2023-01-01 00:00:00,USA,Boston,www.tatacliq.com,69052,Y,None
71,112,Joe Smith,251,Whiteboard Markers,Stationery,Wallet,9,1556,2022-04-04 04:47:16,Germany,Berlin,www.flipkart.com,14072,N,Invalid CVV
72,107,Neo,216,Mugs,Home & Kitchen,UPI,6,2373,2022-02-23 14:46:18,Australia,Melbourne,www.flipkart.com,12368,Y,None
73,178,Mary Jane,225,Spatulas,Home & Kitchen,UPI,43,1032,2021-12-09 00:24:49,Australia,Sydney,www.tatacliq.com,81532,N,Insufficient Funds
75,113,Neo,210,Suits,Clothing,Wallet,20,9551,2023-06-18 12:24:13,Australia,Sydney,www.tatacliq.com,64242,N,Invalid CVV
77,147,John Smith,255,Kitchen Scale,Home & Kitchen,Wallet,28,3663,2023-03-04 11:15:52,UK,Manchester,www.ebay.in,87065,Y,None
78,132,Mary Jane,268,Mystery,Books,Wallet,9,4032,2022-11-11 16:50:45,UK,London,www.amazon.com,80447,Y,None
79,123,John Smith,236,Cutlery,Home & Kitchen,Card,42,4735,2021-06-30 01:22:54,Australia,Brisbane,www.amazon.com,15133,Y,None
80,107,Neo,209,Scissors,Stationery,UPI,30,9929,2022-05-23 19:25:33,Australia,Brisbane,www.flipkart.com,39565,Y,None
81,114,John Smith,213,Glue Stick,Stationery,UPI,27,3104,2022-08-25 08:01:29,India,Indore,www.tatacliq.com,74358,N,Invalid CVV
82,161,Mary Jane,254,Spatulas,Home & Kitchen,Card,8,9113,2022-01-24 01:08:59,Australia,Sydney,www.flipkart.com,81214,N,Insufficient Funds
83,133,John Smith,230,Coats,Clothing,UPI,48,7181,2021-05-24 09:27:23,UK,Oxford,www.ebay.in,69198,Y,None
84,108,Neo,286,Toaster,Home & Kitchen,Card,30,6914,2021-06-22 14:07:59,USA,Chicago,www.ebay.in,26179,Y,None
85,117,Mary Jane,249,Chopping Board,Home & Kitchen,UPI,22,3662,2023-06-30 04:25:13,UK,London,www.flipkart.com,59149,N,Invalid CVV
86,129,Joe Smith,266,Binder,Stationery,Wallet,17,9268,2022-06-02 14:16:03,India,Bengaluru,www.flipkart.com,14633,Y,None
87,149,Mary Jane,257,Mixing Bowls,Home & Kitchen,Card,15,9668,2021-03-19 09:11:18,India,Bengaluru,www.tatacliq.com,61141,Y,None
88,173,Neo,261,Self-Help,Books,Internet Banking,12,2215,2023-01-01 00:00:00,Germany,Berlin,www.tatacliq.com,89200,N,Invalid CVV
89,169,Trinity,219,Graphic Novels,Books,Card,23,2427,2021-05-16 16:15:12,Germany,Munich,www.flipkart.com,53272,N,Timeout
90,110,John Smith,265,Horror,Books,Card,43,9260,2021-12-23 21:48:19,India,Mumbai,www.amazon.com,53359,Y,None
91,105,John Smith,251,Pencils,Stationery,Internet Banking,32,4744,2023-05-29 01:02:38,USA,Boston,www.amazon.com,43051,N,Timeout
92,140,Joe Smith,220,External Hard Drive,Electronics,Card,2,3464,2023-04-26 05:55:51,Germany,Berlin,www.ebay.in,70168,Y,None
93,112,Trinity,204,Headphones,Electronics,Wallet,30,2909,2021-09-09 11:13:13,India,Bengaluru,www.flipkart.com,97378,N,Invalid CVV
94,112,Joe Smith,275,Socks,Clothing,UPI,50,3669,2023-12-10 21:14:30,Australia,Brisbane,www.amazon.com,10237,Y,None
95,113,Joe Smith,300,Whiteboard Markers,Stationery,Wallet,17,3140,2023-01-01 00:00:00,UK,Oxford,www.amazon.com,60905,N,Insufficient Funds
97,135,Trinity,210,Hoodies,Clothing,Internet Banking,49,1679,2022-06-16 09:17:11,Germany,Munich,www.ebay.in,77130,Y,None
98,187,Trinity,224,Pants,Clothing,Card,12,1214,2021-04-17 16:07:16,USA,Boston,www.flipkart.com,91313,N,Insufficient Funds
99,135,Mary Jane,279,Scarves,Clothing,UPI,3,8352,2022-10-21 17:40:16,India,Indore,www.amazon.com,70717,Y,None
100,164,Mary Jane,228,Nightwear,Clothing,UPI,34,67,2022-10-11 17:52:15,USA,New York,www.tatacliq.com,36612,Y,None
101,119,Mary Jane,230,Mixing Bowls,Home & Kitchen,UPI,24,5407,2022-01-04 12:42:17,Australia,Brisbane,www.ebay.in,13077,Y,None
102,133,Mary Jane,240,Tablet,Electronics,Wallet,32,769,2022-10-14 05:13:48,India,Bengaluru,www.ebay.in,15432,N,Timeout
103,193,John Smith,223,Ruler,Stationery,Wallet,45,4768,2021-09-16 09:06:02,Australia,Sydney,www.tatacliq.com,84494,N,Insufficient Funds
104,101,Joe Smith,261,Scissors,Stationery,Card,6,5222,2023-07-08 09:36:48,Australia,Brisbane,www.flipkart.com,54019,N,Timeout
105,148,Trinity,242,Monitor,Electronics,Wallet,35,4325,2022-11-09 02:08:56,USA,Boston,www.flipkart.com,77478,N,Invalid CVV
106,197,Neo,281,Whiteboard Markers,Stationery,Internet Banking,1,7577,2022-02-06 06:01:33,UK,London,www.flipkart.com,95553,Y,None
107,127,John Smith,274,Pants,Clothing,Wallet,20,2323,2021-05-25 10:52:20,Germany,Berlin,www.tatacliq.com,22875,N,Timeout
108,137,Mary Jane,223,Markers,Stationery,Internet Banking,14,3825,2022-01-22 15:14:00,India,Mumbai,www.amazon.com,17945,N,Timeout
109,175,Mary Jane,233,Fitness Tracker,Electronics,Internet Banking,23,1754,2023-01-01 00:00:00,UK,Oxford,www.amazon.com,77462,N,Invalid CVV
110,179,Neo,257,Coffee Maker,Home & Kitchen,UPI,24,419,2021-08-13 17:14:21,UK,Manchester,www.amazon.com,54661,N,Insufficient Funds
111,134,Neo,234,Glue Stick,Stationery,Wallet,12,3581,2023-04-04 22:50:42,Australia,Brisbane,www.amazon.com,43630,Y,None
112,162,Neo,203,Markers,Stationery,Card,1,8852,2021-05-30 04:10:42,India,Mumbai,www.flipkart.com,57792,Y,None
113,160,Joe Smith,295,Gaming Console,Electronics,Wallet,26,626,2021-09-21 02:57:21,Germany,Munich,www.flipkart.com,79314,Y,None
114,121,Mary Jane,278,Whiteboard Markers,Stationery,Internet Banking,7,9587,2022-02-28 20:58:24,Germany,Berlin,www.amazon.com,28835,N,Invalid CVV
115,162,Mary Jane,292,Bluetooth Speaker,Electronics,Card,19,2246,2022-10-11 12:55:27,Germany,Berlin,www.tatacliq.com,43122,Y,None
116,101,Joe Smith,220,Hats,Clothing,UPI,26,573,2023-06-19 23:01:46,Australia,Brisbane,www.flipkart.com,18216,Y,None
117,168,Neo,265,Science Fiction,Books,UPI,39,3083,2021-06-25 12:05:54,India,Bengaluru,www.amazon.com,76351,Y,None
118,177,Joe Smith,253,Paper Clips,Stationery,UPI,13,2701,2022-02-01 14:03:20,UK,London,www.ebay.in,99339,Y,None
119,128,Trinity,275,Shoes,Clothing,Card,47,5583,2021-09-02 14:32:24,USA,Chicago,www.ebay.in,69131,N,Invalid CVV
120,181,Mary Jane,288,Cutlery,Home & Kitchen,Card,1,4802,2021-09-05 23:45:29,USA,Boston,www.tatacliq.com,18921,N,Timeout
121,163,Joe Smith,242,Suits,Clothing,UPI,20,8324,2021-10-07 13:32:40,India,Mumbai,www.ebay.in,66135,Y,None
122,118,Trinity,276,Mixing Bowls,Home & Kitchen,Wallet,37,4658,2022-07-11 06:38:22,Australia,Brisbane,www.flipkart.com,51998,N,Timeout
123,143,Mary Jane,230,Suits,Clothing,Internet Banking,50,6844,2021-12-05 12:55:11,Germany,Hamburg,www.flipkart.com,45722,Y,None
124,111,Mary Jane,289,Children's Books,Books,UPI,45,1120,2022-07-19 14:22:42,India,Mumbai,www.flipkart.com,58853,N,Insufficient Funds
125,139,Mary Jane,293,Dish Rack,Home & Kitchen,Card,33,2458,2023-12-04 23:31:31,India,Mumbai,www.flipkart.com,28228,N,Insufficient Funds
126,168,Joe Smith,241,Notebook,Stationery,Wallet,23,1111,2023-08-11 02:11:39,UK,Manchester,www.ebay.in,36023,N,Invalid CVV
127,146,Mary Jane,263,Fantasy,Books,UPI,27,283,2022-11-20 19:27:35,Australia,Melbourne,www.ebay.in,88293,N,Timeout
128,174,Mary Jane,294,Hoodies,Clothing,Wallet,29,2035,2023-03-17 13:39:31,Australia,Sydney,www.tatacliq.com,78705,N,Timeout
129,141,Mary Jane,295,Kitchen Scale,Home & Kitchen,Wallet,2,5191,2021-11-11 12:14:21,UK,Oxford,www.flipkart.com,95296,N,Timeout
130,185,John Smith,245,Fantasy,Books,Internet Banking,17,3783,2021-12-05 01:48:01,Germany,Berlin,www.ebay.in,93142,Y,None
132,185,Trinity,237,Drone,Electronics,Internet Banking,2,9044,2023-02-24 09:58:06,Germany,Berlin,www.flipkart.com,34552,N,Timeout
133,158,Joe Smith,269,Drone,Electronics,Internet Banking,35,6889,2022-01-28 07:36:32,USA,Boston,www.ebay.in,29149,N,Timeout
134,132,Trinity,286,Socks,Clothing,Card,28,4003,2021-04-21 03:17:11,USA,Chicago,www.amazon.com,51120,N,Invalid CVV
135,179,Trinity,200,Calculator,Stationery,Card,13,883,2023-07-03 12:25:01,Australia,Brisbane,www.ebay.in,91878,Y,None
136,198,Trinity,206,Sportswear,Clothing,Internet Banking,2,538,2021-12-12 18:34:06,India,Bengaluru,www.ebay.in,54596,Y,None
137,122,John Smith,284,Kitchen Scale,Home & Kitchen,Card,32,5033,2023-04-16 17:50:59,USA,Boston,www.ebay.in,79790,N,Insufficient Funds
138,155,Joe Smith,272,Paper Clips,Stationery,Wallet,21,7341,2021-04-27 11:11:30,Germany,Munich,www.ebay.in,75484,Y,None
139,149,Trinity,226,Fantasy,Books,UPI,29,910,2021-01-13 01:35:02,Germany,Hamburg,www.tatacliq.com,95008,Y,None
140,148,Unknown Customer,223,Laptop,Electronics,Card,40,5232,2023-04-14 01:39:10,UK,London,www.ebay.in,31320,Y,None
141,179,Joe Smith,225,Nightwear,Clothing,Internet Banking,3,2184,2021-03-24 08:14:33,UK,Manchester,www.ebay.in,51834,Y,None
142,185,Mary Jane,267,Scarves,Clothing,Wallet,50,5432,2021-10-26 00:48:29,Australia,Brisbane,www.amazon.com,54738,Y,None
143,132,Mary Jane,264,Horror,Books,Wallet,47,7267,2022-02-24 05:21:01,India,Mumbai,www.amazon.com,46733,Y,None
144,174,Trinity,215,Monitor,Electronics,UPI,43,6922,2023-12-20 06:16:48,Germany,Hamburg,www.amazon.com,77170,Y,None
145,148,Mary Jane,212,Food Storage Containers,Home & Kitchen,Internet Banking,16,4299,2023-10-02 22:51:25,Germany,Berlin,www.tatacliq.com,36666,Y,None
146,148,Neo,282,Gaming Console,Electronics,Internet Banking,37,4666,2023-11-17 15:32:33,Germany,Hamburg,www.amazon.com,95015,N,Timeout
147,148,Joe Smith,286,Skirts,Clothing,Wallet,31,56,2023-02-14 01:29:33,UK,London,www.amazon.com,25511,N,Timeout
148,174,Mary Jane,255,Cookware,Home & Kitchen,Card,23,4449,2023-12-10 22:30:08,UK,London,www.tatacliq.com,16055,N,Insufficient Funds
149,120,Mary Jane,216,Bluetooth Speaker,Electronics,UPI,49,1561,2021-05-27 10:43:45,India,Indore,www.ebay.in,95750,N,Invalid CVV
151,107,Trinity,215,Pencils,Stationery,UPI,41,1412,2021-11-13 10:37:21,USA,New York,www.tatacliq.com,13492,N,Insufficient Funds
152,156,Neo,224,Jeans,Clothing,Internet Banking,20,112,2023-01-21 18:56:15,Germany,Hamburg,www.flipkart.com,56060,N,Timeout
153,120,Trinity,298,File Folder,Stationery,UPI,17,4462,2022-08-30 16:03:26,Germany,Munich,www.amazon.com,18660,N,Insufficient Funds
154,150,John Smith,274,Portable Charger,Electronics,UPI,31,6871,2023-03-31 04:45:12,USA,New York,www.tatacliq.com,82995,N,Timeout
155,199,Trinity,203,Graphic Novels,Books,Wallet,23,5231,2023-06-15 04:56:44,USA,Chicago,www.flipkart.com,19739,Y,None
156,191,Neo,245,Dresses,Clothing,Card,46,1773,2022-12-02 15:19:28,India,Indore,www.tatacliq.com,15828,N,Timeout
157,194,Mary Jane,281,Highlighters,Stationery,UPI,18,24,2021-03-19 06:43:09,India,Mumbai,www.ebay.in,91878,N,Timeout
158,144,Trinity,264,Pencil Sharpener,Stationery,Wallet,46,8229,2021-10-18 12:19:07,Australia,Brisbane,www.ebay.in,31845,Y,None
159,161,John Smith,264,Smartphone,Electronics,UPI,36,4788,2022-04-03 00:55:03,USA,New York,www.ebay.in,54489,N,Insufficient Funds
160,145,John Smith,278,Glasses,Home & Kitchen,Card,20,3008,2023-11-16 14:15:32,India,Bengaluru,www.ebay.in,22188,N,Insufficient Funds
161,112,John Smith,286,Glasses,Home & Kitchen,Internet Banking,38,3425,2021-02-21 04:10:21,Germany,Munich,www.tatacliq.com,34030,N,Insufficient Funds
162,200,Neo,276,Tape,Stationery,UPI,35,9580,2022-04-19 22:59:28,India,Indore,www.tatacliq.com,93064,Y,None
163,112,Mary Jane,267,Whiteboard Markers,Stationery,Internet Banking,5,2053,2021-01-22 14:31:47,USA,Chicago,www.ebay.in,77467,Y,None
164,131,Neo,274,Scarves,Clothing,UPI,43,5628,2022-05-29 11:21:09,Australia,Melbourne,www.flipkart.com,52251,N,Insufficient Funds
165,107,John Smith,239,Underwear,Clothing,UPI,41,1828,2023-03-21 15:13:13,India,Indore,www.flipkart.com,68869,Y,None
166,132,Joe Smith,238,Thrillers,Books,Internet Banking,32,3136,2023-06-11 13:17:09,Germany,Munich,www.amazon.com,76230,N,Insufficient Funds
167,145,John Smith,201,Sweaters,Clothing,Internet Banking,48,5842,2023-08-19 19:24:52,USA,Boston,www.ebay.in,96784,N,Timeout
168,189,John Smith,232,Ruler,Stationery,Internet Banking,18,7492,2023-12-15 19:51:09,India,Mumbai,www.amazon.com,21450,Y,None
169,177,Neo,291,Self-Help,Books,Wallet,18,2258,2023-08-08 18:15:04,India,Mumbai,www.tatacliq.com,85950,N,Insufficient Funds
170,160,Joe Smith,250,Memoir,Books,UPI,40,2981,2022-01-03 15:01:56,Germany,Berlin,www.amazon.com,37100,N,Invalid CVV
171,124,Trinity,212,Toaster,Home & Kitchen,UPI,42,6827,2022-11-06 16:35:33,Germany,Munich,www.tatacliq.com,30962,N,Insufficient Funds
172,125,Trinity,253,Non-fiction,Books,UPI,14,3602,2023-12-28 10:47:42,UK,London,www.flipkart.com,46571,Y,None
173,126,Neo,219,Laptop,Electronics,Wallet,29,615,2023-01-03 14:35:59,Germany,Munich,www.tatacliq.com,57980,Y,None
174,100,Trinity,229,Textbooks,Books,Wallet,45,2222,2022-01-11 06:05:28,Australia,Melbourne,www.flipkart.com,55841,Y,None
175,132,Trinity,252,Letter Opener,Stationery,Internet Banking,11,8132,2022-10-19 01:43:51,Australia,Brisbane,www.tatacliq.com,78887,Y,None
176,178,Mary Jane,259,Shorts,Clothing,Internet Banking,3,9269,2022-07-20 19:07:51,UK,London,www.ebay.in,44656,N,Timeout
177,180,Joe Smith,252,Calculator,Stationery,Wallet,31,5045,2021-10-18 03:49:02,Australia,Sydney,www.tatacliq.com,17253,Y,None
178,132,Joe Smith,252,Historical Fiction,Books,Card,22,2526,2021-12-25 18:26:57,Germany,Munich,www.tatacliq.com,17308,N,Timeout
179,128,Trinity,218,Cookware,Home & Kitchen,Internet Banking,11,2876,2021-01-25 15:37:45,India,Bengaluru,www.ebay.in,74413,N,Insufficient Funds
180,126,John Smith,225,Oven Mitts,Home & Kitchen,Internet Banking,30,5310,2023-05-11 00:39:19,UK,London,www.ebay.in,82806,N,Insufficient Funds
181,119,Joe Smith,290,Comics,Books,Card,4,7161,2023-09-22 12:59:19,India,Indore,www.flipkart.com,41561,Y,None
183,115,Mary Jane,211,Smartwatch,Electronics,Card,10,8017,2022-10-05 12:56:25,UK,Manchester,www.flipkart.com,81474,N,Invalid CVV
184,148,Trinity,221,Highlighters,Stationery,Wallet,25,524,2023-03-23 12:31:14,Australia,Melbourne,www.ebay.in,70945,Y,None
185,174,Joe Smith,284,Glue Stick,Stationery,UPI,12,5718,2021-11-04 03:36:56,Australia,Brisbane,www.ebay.in,25531,Y,None
186,135,John Smith,220,Cookbooks,Books,UPI,12,7676,2022-07-13 05:38:42,Germany,Berlin,www.amazon.com,82480,Y,None
187,120,Trinity,238,USB Flash Drive,Electronics,Internet Banking,28,1699,2023-03-30 12:31:46,Australia,Melbourne,www.tatacliq.com,21744,N,Insufficient Funds
188,196,Joe Smith,272,Nightwear,Clothing,Wallet,13,6381,2023-05-12 14:00:13,USA,New York,www.ebay.in,62915,Y,None
189,165,John Smith,298,Binder,Stationery,Card,19,3538,2022-04-13 02:52:10,UK,Manchester,www.amazon.com,86590,Y,None
190,172,Trinity,210,Air Fryer,Home & Kitchen,Card,5,102,2023-06-06 22:37:04,India,Bengaluru,www.ebay.in,63238,Y,None
191,113,Mary Jane,247,Fiction,Books,Wallet,19,7038,2022-11-05 11:44:19,Australia,Melbourne,www.amazon.com,63966,Y,None
192,146,Joe Smith,254,Biography,Books,Internet Banking,32,6225,2021-04-14 19:57:08,UK,London,www.ebay.in,54948,Y,None
193,171,Trinity,221,Horror,Books,Card,36,7580,2022-06-12 00:39:12,India,Indore,www.ebay.in,55549,N,Timeout
194,146,Neo,281,Notebook,Stationery,Card,35,4698,2023-12-23 11:28:14,USA,Boston,www.flipkart.com,34082,Y,None
195,102,Mary Jane,211,Sweaters,Clothing,Wallet,26,2340,2023-01-23 00:17:02,UK,Manchester,www.tatacliq.com,67343,Y,None
196,123,Joe Smith,286,Young Adult,Books,Card,12,3208,2021-10-27 02:38:52,India,Mumbai,www.tatacliq.com,13213,N,Invalid CVV
